problem,run,target_FE,actual_FE,gen,pair_index,pair_side,archive_role,intended_feasible,ref,score,obj1,obj2,dec1,dec2,dec3,dec4,dec5,dec6,dec7,dec8,dec9,dec10,dec11,dec12,dec13,dec14,dec15,dec16,dec17,dec18,dec19,dec20,dec21,dec22,dec23,dec24,dec25,dec26,dec27,dec28,dec29,dec30
"DASCMOP1_BC",1,30000,30080,148,1,"constrained_population","constrained_population",1,NaN,NaN,0.50102246235930337,1.5010224623593034,0,0.13181736686717455,0.13659979568340674,0.13878117998029127,0.11778418206611063,0.1203234411645141,0.17289851531607753,0.10440330072634707,0.20139587195724579,0.097136855072594841,0.14642776413984465,0.12214224396661666,0.1362817236948437,0.14254563075148413,0.13826366678271418,0.1371606495036175,0.1102470813997134,0.1383544666497139,0.10327455291171084,0.13866107402773142,0.11418499650179426,0.11462964385062313,0.14930389275446587,0.12107147450794475,0.11319227660347847,0.13754983784641611,0.12932629122609357,0.10967652884634549,0.13075905389257664,0.10725186635555384
"DASCMOP1_BC",1,30000,30080,148,2,"constrained_population","constrained_population",1,NaN,NaN,1.5022235976304734,0.50222359763047342,1,0.79389202290296101,1,0.98559373355888524,1,1,0.92721595908407095,1,1,0.58072690627252277,1,1,1,0.70977996347258798,1,0.97404389308908179,1,0.88590732763463365,1,1,0.62553737274635801,0.84960201583760431,1,0.90995014667005003,1,0.90265465360594321,1,1,0.98986674858423385,1
"DASCMOP1_BC",1,30000,30080,148,3,"constrained_population","constrained_population",1,NaN,NaN,1.4939062931149185,0.54138067777180632,0.98409083796885966,0.86403887345773134,0.80375391401781604,0.91231427304496515,0.97284545260107436,0.90686133842975525,0.9388004910338128,0.87930666321985929,0.97093933437527669,0.73601445443766833,0.95570109012924898,1,0.87338739993795733,0.71827252256057816,1,0.96808880128259711,0.97131256839731561,0.84705330435526038,0.95781920219184435,0.92843309141422314,0.57239434281368728,0.90191682397431872,0.99293871432797753,0.92711293536871453,0.92252310292416162,1,1,0.93042586296047558,0.96294954315611658,0.90643695081423825
"DASCMOP1_BC",1,30000,30080,148,4,"constrained_population","constrained_population",1,NaN,NaN,1.1577328637780089,1.078604090717068,0.65287847280662714,0.61471230929912735,0.64707811598168719,0.91468937964765162,0.81996523849775638,0.53419210446715737,0.95035227306911918,0.67343601012531551,0.99481168343742021,1,0.78719376721466539,0.80563565113377744,0.67363702330143715,0.71912390670620741,0.80749344330809447,0.91499239581837699,0.92083802325235353,0.8534404866604054,0.78657014833076566,0.74655768167000036,0.6808194392442084,0.9148761377677388,0.97640134296499848,0.81395840661754693,0.72092039568899591,0.7676531996144651,0.82623930878366747,0.88303828254005456,0.86865065202251368,0.75532258709087163
"DASCMOP1_BC",1,30000,30080,148,5,"constrained_population","constrained_population",1,NaN,NaN,1.4557099451954758,0.5897855132364469,0.95462174875774108,0.77125195043368044,1,1,1,0.90426047265896847,0.68417587185793838,1,0.95438939845878679,0.78582602290034131,1,0.93488474844109404,1,0.87666695128076944,0.90327106428061499,1,0.9625347583944579,0.94075082138102184,0.86949082211541617,1,0.57666654615587154,0.95207476163518612,0.99010331818451336,0.83770544641870814,0.8436703344803651,1,0.95514612051766035,0.87257621819410502,0.9793042242456953,0.9805846411334207
"DASCMOP1_BC",1,30000,30080,148,6,"constrained_population","constrained_population",1,NaN,NaN,1.1611722967584206,1.0718136605530306,0.65730663015701674,0.67947207714150459,0.52374955331011164,1,0.8728399444587428,0.79170620879420972,1,0.88775175960940211,1,0.85042337309534188,1,0.99577089085974757,0.75501164760190975,0.66462481216452218,0.92852729520838317,1,1,1,0.7190235475042428,0.82787625074390225,0.95874515547457029,1,0.89119339990499014,0.82956098123453292,0.85160813774274779,0.91421423142586866,1,0.85045434851943369,1,0.78145117720421264
"DASCMOP1_BC",1,30000,30080,148,7,"constrained_population","constrained_population",1,NaN,NaN,1.4910019133378389,0.56282680558620912,0.97586419014475378,0.61800054648490221,0.76105672979129446,1,0.9932051099937933,0.67571808526782728,0.79171261169656015,0.85000377892563095,0.87953621040771335,1,0.94621295414088169,0.97207098725845476,0.92529999802970009,1,1,1,0.98320674268969854,0.90601516357338563,0.93761410763751929,0.94250871265149028,0.829441118380148,1,1,0.92385039704578065,0.85348622857270418,0.86896517506435145,1,1,1,0.82540385113059966
"DASCMOP1_BC",1,30000,30080,148,8,"constrained_population","constrained_population",1,NaN,NaN,1.3962888291458628,0.71676385237500451,0.8890734238228224,0.62602285410281744,0.71714747390416278,1,1,0.82043244636283397,0.86284985491856214,0.85842869703393343,1,0.84361503210735544,1,1,0.95856970500148375,0.76782340805187588,1,1,1,0.89427371224821961,0.81358872512071978,0.96739576643897651,0.62879863999029451,0.97775426309584645,0.98380407512577694,0.92634532442953088,0.99962518539995193,0.99298431300809664,1,0.94925139922101387,1,0.98888731611641145
"DASCMOP1_BC",1,30000,30080,148,9,"constrained_population","constrained_population",1,NaN,NaN,1.4806311846320606,0.57314270856631844,0.96883915935875775,0.68580966594020987,0.9279367110054767,0.83317509318930316,0.99107044942028166,0.88870438561618403,0.72553877629341224,0.97953767620335774,0.96314051424106273,0.97707818228612497,1,0.92827714450750487,1,0.95595935454502134,0.97249771615415948,0.9459716223305199,0.97919192096279417,0.81036126140654141,0.89824776034101561,0.97258672009372882,0.60023264832572087,0.99262448562252215,0.96818815529686308,0.96968730792849134,0.80060135643334851,0.82046460279109268,0.99832993924215063,1,0.94639811067561197,1
"DASCMOP1_BC",1,30000,30080,148,10,"constrained_population","constrained_population",1,NaN,NaN,1.1694263418931647,1.0642100275166055,0.66413758395498901,0.80053456552004276,0.94748240545658846,0.86370670715553044,0.8845165837397555,1,0.74020707954684428,0.95146250214438532,0.7409889377802984,0.60722009613306427,1,0.91343410022971572,0.91193258636996566,0.58595976371527447,0.72378101775396253,0.84156259838581216,1,1,0.89411305816833297,0.86629528994728577,1,0.63279376767676276,0.67767101492157544,0.82645810332810332,0.75160179403198213,0.95375284792503112,1,0.78700428659641686,1,0.83156680001047056
"DASCMOP1_BC",1,30000,30080,148,11,"constrained_population","constrained_population",1,NaN,NaN,1.384582170708432,0.7278016203287605,0.88086224887918185,0.71500259685749334,0.82450033092556607,1,0.90077861813042681,1,0.9751319005917094,0.98292798993416819,1,0.77968683469228173,1,1,0.98978533703148208,0.61116984401953711,0.8073331107989945,1,1,0.9747607715349893,0.9007422340785336,1,0.59281262492774589,1,0.92989257406972337,0.86158362723486026,1,0.98459513734727433,1,0.99881407121196086,1,1
"DASCMOP1_BC",1,30000,30080,148,12,"constrained_population","constrained_population",1,NaN,NaN,1.1729767887457134,1.0619660366097183,0.6666236548844684,0.87878138921509419,0.77910483330128777,0.83671173110662278,0.64872620769247624,0.91505836334478075,1,0.87007745291610483,0.99281025893984398,0.53839397001985645,0.8799685501447907,0.85788818712767079,0.81378974916240976,0.51502853056580888,0.89985103326932958,0.85252000046109067,0.95309773458575686,0.90596372483398935,0.7866700957749142,0.77099769954263919,0.69141557594843706,0.99957363203767402,0.80015219630919521,0.77930279559208127,1,0.82422887801582223,1,0.96780712582984396,0.94599487988392084,0.88737058031755101
"DASCMOP1_BC",1,30000,30080,148,13,"constrained_population","constrained_population",1,NaN,NaN,1.373139165781418,0.74429373008448119,0.87070982913851491,0.74331701913092085,0.73183535908556252,1,0.99598444084908566,0.66424389627213898,0.76246264790919471,0.74599639210726609,1,1,0.9608484604049532,1,0.94935520714566068,0.83407333043389875,1,0.96605824901987458,1,0.89820183739752579,0.91320722584376868,0.83070641280308122,0.649539751864884,1,1,1,0.98158930090798291,0.99825887823113402,1,0.95767897318799078,0.97958833899868081,0.92699061293695739
"DASCMOP1_BC",1,30000,30080,148,14,"constrained_population","constrained_population",1,NaN,NaN,1.3713161253799155,0.75687934312559568,0.86544380413634003,0.77352075854969837,0.67460999276896472,0.9708441442356569,0.93136937485993343,0.68361537779680925,0.9213272148179803,0.76485835129814728,1,1,0.97926970600725349,0.99754381202797171,0.95721413044600334,0.76087943545148173,1,0.98580760554006674,1,0.92315031121494584,0.81033219242408894,0.79022225138865965,0.65625717021475427,1,0.98917188853304383,0.97925100292000322,1,0.95779289703398351,1,1,0.97379032426897161,1
"DASCMOP1_BC",1,30000,30080,148,15,"constrained_population","constrained_population",1,NaN,NaN,1.3729698824920851,0.74653906358353084,0.8698287553225601,0.68792402716342982,0.90702464754955248,0.97471420243678575,0.93044050388272614,0.85249659385962062,0.68257956740344983,0.99798868854073264,1,0.90174642538143879,1,0.88162409963669797,0.96588979567428279,0.97738330690308595,0.86136039498232364,0.98329144412547975,0.92444262122501963,0.84808359927249743,0.78308260574045285,0.94199235134732406,0.64746463324720072,1,0.88984473561080302,0.85668048001178709,0.76594925735200026,0.91818688959978489,0.91894558051604558,0.89533810363662059,0.8780499166655954,1
"DASCMOP1_BC",1,30000,30080,148,16,"constrained_population","constrained_population",1,NaN,NaN,1.3729698824920851,0.74653906358353084,0.8698287553225601,0.68792402716342982,0.90702464754955248,0.97471420243678575,0.93044050388272614,0.85249659385962062,0.68257956740344983,0.99798868854073264,1,0.90174642538143879,1,0.88162409963669797,0.96588979567428279,0.97738330690308595,0.86136039498232364,0.98329144412547975,0.92444262122501963,0.84808359927249743,0.78308260574045285,0.94199235134732406,0.64746463324720072,1,0.88984473561080302,0.85668048001178709,0.76594925735200026,0.91818688959978489,0.91894558051604558,0.89533810363662059,0.8780499166655954,1
"DASCMOP1_BC",1,30000,30080,148,17,"constrained_population","constrained_population",1,NaN,NaN,1.4105874823742837,0.69220112218137309,0.90299193162074554,0.79335925913786576,0.74737199661436415,0.89219232669798876,0.98467142620955839,0.75305817810312159,0.6913163162811512,0.81335675683631625,0.91005993100568527,1,0.94217119181557663,0.92303391999130913,0.94388883617672081,0.98888043013365179,0.93280219743332049,0.85162437307815519,0.908396226159636,0.86668455157305868,0.89764787693551518,0.84110517993101908,0.82341923410461715,0.91929825499511497,0.9035471767198654,0.79565569249652812,0.87246698007470291,0.90598638310361901,0.92919075567246945,0.91503532072095883,0.90016288983689408,0.84815072689482918
"DASCMOP1_BC",1,30000,30080,148,18,"constrained_population","constrained_population",1,NaN,NaN,1.4334059709859632,0.6842403232059916,0.91391854354484359,0.651835147443246,0.87528485856641891,0.84303286406415379,0.93876839533330037,0.85196610930302341,0.74797663435991235,0.95725509067273551,0.97807361419870431,0.95974672124368343,0.98113515729440981,0.94403973221323478,1,0.91189652448222458,0.98979645586674792,0.96581630266884033,0.97671715026866468,0.81683608621668058,0.8572420150421034,0.93410492120566768,0.61104960036496059,0.98925687515112748,0.9490137964130303,0.94570665725003789,0.80060135643334851,0.80546427982860225,0.99832993924215063,1,0.96785630309697579,0.99515555342854378
"DASCMOP1_BC",1,30000,30080,148,19,"constrained_population","constrained_population",1,NaN,NaN,1.3666246012206684,0.78505554063488958,0.85335474306841619,0.70486244383542673,0.67750441008899198,1,1,0.66418752891293864,0.75941452114046293,0.75622755400558717,1,1,0.9608484604049532,1,0.94935520714566068,0.83507933383368393,0.93805242528221422,0.99307243785461463,0.98783301571076199,0.95133938208807245,0.86807062386205436,0.84441305275621681,0.67727278952348857,1,0.95846458650447441,0.96309760917276932,0.96426325136730884,1,0.9689647457675199,0.90505154280929134,0.9741592824394929,0.92699061293695739
"DASCMOP1_BC",1,30000,30080,148,20,"constrained_population","constrained_population",1,NaN,NaN,1.1793388571074486,1.0473905382321782,0.67556297954438427,0.79098905841117606,0.75247480043396653,0.93326315790784808,0.83729971756641275,0.57212105206524644,0.64289281700773837,0.77642346224753678,0.74553303437726803,0.8361684054176941,0.74154685231585216,0.82396826882964336,0.73443863141599319,0.71851021526037417,0.79008040299926585,0.87738036759127835,0.84417885113227109,0.85601083366419106,0.95263806535363904,0.72382546954848048,0.72871442687507493,0.77182391766856917,0.89092111027028242,0.80361231241271702,0.70742636708488349,0.78678395143309132,0.74102563299889801,0.78289745516409714,0.85129688119955282,0.60422412976826523
"DASCMOP1_BC",1,30000,30080,148,21,"constrained_population","constrained_population",1,NaN,NaN,1.3638129137213229,0.78568513908044513,0.85208275436116621,0.92632066146615211,0.94132481713800042,0.91739654273988269,0.92318306279239759,0.79862364403955632,0.82895514030359885,0.80857612946318724,0.81790763260110055,0.71686146553363039,0.78944956619842965,0.86857129383870491,0.84944014993659644,0.78417407819065343,0.97103484914599836,0.87353743099192138,0.86207795499889073,0.88158972911236444,0.96823713510956744,0.86662070773123623,0.75675783708280686,0.83954597160360256,0.96502663379742892,0.74739168319526861,0.96565337848260857,0.84428505781651431,0.88251088064281924,0.91022875523296809,0.91847727525061906,0.78598081477989346
"DASCMOP1_BC",1,30000,30080,148,22,"constrained_population","constrained_population",1,NaN,NaN,1.3389904448655416,0.80347652071516618,0.83623123902652996,0.65704323281071564,0.99162186079341863,0.93536140448627947,0.94798831282568308,0.9846970831710532,0.76330435026209686,0.76533649269908222,0.86466620705488573,0.93465708574702644,0.98678766397430673,0.83587853419958302,0.96996887150307576,0.77420470336466729,0.84060722736779048,1,1,0.92161816487183224,0.99640827284520461,1,0.75355005420989363,0.98837166388857478,0.96534397227247504,0.86707927045624755,0.76355774214461924,0.62833112980853256,1,1,0.9362820364459874,1
"DASCMOP1_BC",1,30000,30080,148,23,"constrained_population","constrained_population",1,NaN,NaN,1.3380298047601604,0.8041694006914587,0.83561237043863201,0.80448922700713887,0.70439068034239527,0.95154675651210008,0.89730653531055216,0.99909221913865154,0.97853124429359151,1,0.95297802475331317,0.61877564126438367,0.99565388846128922,0.95813636732989371,0.85582321771269565,0.64345461145853988,0.99536492686805089,0.97230498668328447,0.95744800091949078,0.98470051193104657,0.78427598583942826,0.9247211052182317,0.75306581398174277,0.93763482619154581,0.88256285896761999,0.8136362151692591,0.9311302717470038,0.88787581026393869,1,0.87862945636113166,1,0.85519366106670103
