variant,archiveParetoFilterMode,archivePairDirectionMode,archiveSourceCapMode,archivePairRefMode,trainFilterMode,conditionKNNRetainRatio,conditionMode,targetRealLabelMode,generatorMode,ganCriticMode,generatorLossMode,problem,GroupCount,mean_IGD,mean_HV,mean_Feasible_rate,mean_runtime,mean_finalFE,mean_finalPopCount,mean_finalFeasibleCount,mean_finalFeasibleRateManual,mean_finalBestCount,mean_final_AF_size,mean_final_AI_size,mean_final_Gap_obj_med,mean_final_AF_ref_count,mean_final_AF_ref_cov,mean_final_Train_AF_count,mean_final_archive_filter_candidate_count,mean_final_archive_filter_keep_count,mean_final_archive_filter_keep_ratio,mean_final_archive_pair_direction_keep_ratio,mean_final_archive_pair_ref_candidate_count,mean_final_archive_pair_ref_keep_count,mean_final_archive_pair_ref_keep_ratio,mean_final_train_ref_count,mean_final_train_ref_cov,mean_final_target_triple_ready,mean_final_target_pair_count,mean_final_target_triple_count,mean_final_target_condition_dim,mean_final_target_condition_mode_code,mean_final_target_ref_token_dim,mean_final_target_direction_norm_mean,mean_final_target_filter_mode_code,mean_final_target_filter_pre_count,mean_final_target_filter_post_count,mean_final_target_filter_retain_ratio,mean_final_target_filter_pre_ref_count,mean_final_target_filter_pre_ref_cov,mean_final_target_filter_post_ref_count,mean_final_target_filter_post_ref_cov,mean_final_condition_knn_k,mean_final_condition_knn_decision_spread_mean,mean_final_condition_knn_decision_spread_median,mean_final_condition_knn_decision_spread_p90,mean_final_pair_ai_dom_count,mean_final_pair_mutual_nd_count,mean_final_pair_af_dom_count,mean_final_pair_ai_dom_ratio,mean_final_pair_mutual_nd_ratio,mean_final_train_direction_candidate_count,mean_final_train_direction_keep_count,mean_final_train_direction_retain_ratio,mean_final_train_direction_mode_code,mean_final_train_weight_count,mean_final_train_weight_min,mean_final_train_weight_mean,mean_final_train_weight_max,mean_final_boundary_quality_label_count,mean_final_boundary_quality_label_mean,mean_final_boundary_quality_label_median,mean_final_boundary_quality_label_p10,mean_final_boundary_quality_label_p90,mean_final_boundary_quality_label_min,mean_final_boundary_quality_label_max,mean_final_target_mismatch_count,mean_final_target_mismatch_identity_count,mean_final_target_mismatch_batch_count,mean_final_target_mismatch_identity_rate,mean_final_gan_d_diag_status,mean_final_gan_d_diag_count,mean_final_gan_d_real_count,mean_final_gan_d_ai_count,mean_final_gan_d_fake_count,mean_final_gan_d_mismatch_count,mean_final_gan_d_uniform_count,mean_final_gan_d_real_prob_mean,mean_final_gan_d_ai_prob_mean,mean_final_gan_d_fake_prob_mean,mean_final_gan_d_mismatch_prob_mean,mean_final_gan_d_uniform_prob_mean,mean_final_gan_d_prob_gap,mean_final_gan_d_confusion_abs_margin,mean_final_gan_d_real_acc,mean_final_gan_d_ai_acc,mean_final_gan_d_fake_acc,mean_final_gan_d_mismatch_acc,mean_final_gan_d_uniform_acc,mean_final_gan_d_bal_acc,mean_final_BoundaryHit_all,mean_final_ObjInterfaceScore,mean_final_RefCov,mean_final_DuplicateRate,mean_final_GAN_to_Segment_Dist50,mean_final_GAN_to_Segment_Dist90,mean_final_GAN_to_Decision_Segment_Dist50,mean_final_GAN_to_Decision_Segment_Dist90,mean_final_GAN_to_AF_Dist90,mean_final_AF_Cover_epsilon,mean_final_PairCover_epsilon,mean_final_LargestClusterRate_epsilon,mean_final_EffectiveClusterCount_epsilon,mean_final_RawGANOutsideStandardRangeCount,mean_final_RawGANFeasibleRate,mean_final_InjectedCount,mean_final_GAN_to_AF_ObjNN_mean,mean_final_GAN_to_AF_ObjNN_median,mean_final_GAN_to_AF_ObjNN_p90,mean_final_GAN_to_AF_DecNN_mean,mean_final_GAN_to_AF_DecNN_median,mean_final_GAN_to_AF_DecNN_p90,mean_final_RawGANVarClipRate
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,3,0.00411146883696084,0.211436131583378,1,755.741577861111,100066.666666667,100,100,1,100,231.333333333333,231.333333333333,NaN,85.3333333333333,0.853333333333333,NaN,241.666666666667,234,0.969403743084371,0.998569384835479,233.666666666667,233.666666666667,1,57.3333333333333,0.573333333333333,1,231.333333333333,139,4,0,0,0.00550914910481686,1,231.333333333333,139,0.600857312622018,85.3333333333333,0.853333333333333,57.3333333333333,0.573333333333333,5,0.572167912680259,0.470693014360336,1.09917652397482,142,89.3333333333333,0,0.613338992162522,0.386661007837478,231.333333333333,139,0.600857312622018,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,6950,0,150,0,1,100,100,100,100,100,100,0.496168472568194,0.0312697188597035,0.369917600344246,0.0649457192443047,4.23248712339339e-08,0.126250872223949,0.0730915346788244,0.48,0.986666666666667,0.84,0.98,1,0.857333333333333,0.0933333333333333,0.000418288401874091,0.34,0,0.0616082858746069,0.144514585528227,0.0287769557222204,0.0419422391062323,0.146825547366005,0.640266530854766,0.660849390261155,0.446666666666667,6.25144451436828,4.33333333333333,0.313333333333333,15.6666666666667,0.0750112067761263,0.0636599522975838,0.146825547366005,0.0350057468296356,0.0319838064234104,0.0482821530068235,0
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,3,0.00493656487564105,0.354427941739627,1,642.192277277778,100050,100,100,1,100,209.333333333333,209.333333333333,NaN,98.3333333333333,0.983333333333333,NaN,217.666666666667,209.333333333333,0.961772237353633,1,209.333333333333,209.333333333333,1,69,0.69,1,209.333333333333,126,4,0,0,0.00636077047496525,1,209.333333333333,126,0.601905110826159,98.3333333333333,0.983333333333333,69,0.69,5,0.701831401516211,0.698801937312294,0.944197513403111,131.666666666667,77.6666666666667,0,0.6288627779377,0.3711372220623,209.333333333333,126,0.601905110826159,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,6300,0,100,0,1,100,100,100,100,100,100,0.646129528731108,0.0183346670625688,0.284588656011037,0.0180856109477152,0.00212238412468882,0.36154087272007,0.180770436360035,0.743333333333333,0.99,0.863333333333333,0.986666666666667,0.996666666666667,0.916,0.0733333333333333,2.3686355741457e-05,0.353333333333333,0,0.145112326516006,0.378656589723662,0.0484723941220061,0.0688052022770377,0.382609898564576,0.423312892354841,0.424885219398867,0.0666666666666667,31.1137853678977,13,0.413333333333333,20.6666666666667,0.176122800219585,0.150960789670808,0.382609898564576,0.0555966413576052,0.0530054274725806,0.0752623223830165,0
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,3,0.0146322051493854,0.195264937952777,1,327.803194166667,100166.666666667,100,100,1,100,117,117,NaN,59.6666666666667,0.596666666666667,NaN,142.333333333333,140.666666666667,0.986083540115798,0.981643647558033,138,138,1,27.6666666666667,0.276666666666667,1,117,70.3333333333333,4,0,0,0.0141722737394683,1,117,70.3333333333333,0.601066224884244,59.6666666666667,0.596666666666667,27.6666666666667,0.276666666666667,5,0.0861195448079478,0.0611790181362526,0.188826176326765,59,58,0,0.5069389575634,0.4930610424366,117,70.3333333333333,0.601066224884244,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,3516.66666666667,0,83.3333333333333,0,1,100,100,100,100,100,100,0.692412346253792,0.0402287200052337,0.284987797417659,0.0642144470884293,4.9323878704249e-30,0.407424548836134,0.203712274418067,0.933333333333333,0.97,0.91,0.943333333333333,1,0.951333333333333,0.00666666666666667,2.37770987225214e-05,0.21,0,2.47765286456636,6.02785596291101,0.00641671390165653,0.0108327891914075,6.03277898702201,0.00666666666666667,0.00666666666666667,0.06,36.6892446633826,38,0.0733333333333333,3.66666666666667,3.08826769748597,2.48365249179976,6.03277898702201,0.00827490256754294,0.00760121456406309,0.0129207922616534,0
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP5_BC,3,0.00969240590390634,0.345445386210154,1,343.970961694444,100116.666666667,100,100,1,90.6666666666667,105.666666666667,105.666666666667,NaN,66.6666666666667,0.666666666666667,NaN,115.666666666667,108,0.929805339857462,0.978768265176032,106,105.666666666667,0.994871794871795,40.3333333333333,0.403333333333333,1,105.666666666667,63.6666666666667,4,0,0,0.0150965439609544,1,105.666666666667,63.6666666666667,0.603805272108843,66.6666666666667,0.666666666666667,40.3333333333333,0.403333333333333,5,0.0868453728816379,0.0763684579647921,0.173525998319663,48.3333333333333,57.3333333333333,0,0.433163951064297,0.566836048935703,105.666666666667,63.6666666666667,0.603805272108843,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,3183.33333333333,0,66.6666666666667,0,1,100,100,100,100,100,100,0.568639963318904,0.0415928234975945,0.327447697141518,0.0597146367279823,1.51201661481481e-20,0.241192266177386,0.120596133088693,0.676666666666667,0.966666666666667,0.883333333333333,0.95,1,0.895333333333333,0.00666666666666667,4.12039665980294e-05,0.26,0,3.14183395501264,6.5601197371856,0.00727177347149584,0.0119982048218471,6.57012345683299,0.0021505376344086,0.0021505376344086,0.0333333333333333,47.2222222222222,42,0.04,2,3.6755240376545,3.19024464778084,6.57012345683299,0.00914217885242207,0.00885121621795198,0.0133358822514557,0
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP10_BC,3,0.0836738983272222,0.673626135851986,1,418.557167597222,100100,100,100,1,100,127.666666666667,127.666666666667,NaN,54.3333333333333,0.543333333333333,NaN,230,206.666666666667,0.899002228034486,0.787802113544688,162.666666666667,161.333333333333,0.991723651362206,23.3333333333333,0.233333333333333,1,127.666666666667,77,4,0,0,0.0217394943429276,1,127.666666666667,77,0.603243993407928,54.3333333333333,0.543333333333333,23.3333333333333,0.233333333333333,5,0.22572155460557,0.0570446349443393,0.551830417530625,16,111.666666666667,0,0.123890479081736,0.876109520918264,127.666666666667,77,0.603243993407928,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,3850,0,100,0,1,100,100,100,100,100,100,0.437573938767115,0.0596581830601017,0.390791785170635,0.127819698825415,0.0135470401645985,0.0467821535964807,0.0858171380311251,0.13,0.996666666666667,0.99,0.976666666666667,0.993333333333333,0.817333333333333,0.94,0.142469510329118,0.326666666666667,0,0.00458382176370662,0.029214623634367,0.00792010579881079,0.016487265648581,0.0346645469698245,0.622812039205482,0.628103044496487,0.46,3.02764760242904,0,0.78,39,0.0129979134251497,0.00597217878452163,0.0346645469698245,0.0104437051028331,0.00867711379962796,0.0165398771236436,0
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP5_BC,3,0.0555654570000628,0.271803626381937,1,489.931356041667,100083.333333333,100,100,1,100,43.3333333333333,43.3333333333333,NaN,32.6666666666667,0.326666666666667,NaN,155,148,0.954564309324035,0.310738614182761,46,43.3333333333333,0.942187815597206,20,0.2,1,43.3333333333333,26.3333333333333,4,0,0,0.0499083913382474,1,43.3333333333333,26.3333333333333,0.60838023764853,32.6666666666667,0.326666666666667,20,0.2,5,0.408661705918327,0.381367805166799,0.690201957640711,13.6666666666667,29.6666666666667,0,0.31136543673129,0.68863456326871,43.3333333333333,26.3333333333333,0.60838023764853,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1316.66666666667,0,50,0,1,100,100,100,100,100,100,0.419866039653619,0.100371976713146,0.326645525110265,0.189193639733945,3.4104723194532e-07,0.0932205145433545,0.126744217618058,0.203333333333333,0.99,0.956666666666667,0.993333333333333,1,0.828666666666667,0.126666666666667,0.000188378566108147,0.396666666666667,0,0.131299846097379,0.312389848083041,0.0331057459396588,0.0454234357867125,0.330951464868151,0.289697727746508,0.401405044819679,0.193333333333333,10.9994147682761,0.333333333333333,0.126666666666667,6.33333333333333,0.181291542722981,0.164939676081895,0.330951464868151,0.0387109539990302,0.0381839953142534,0.0495335303857997,0
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP6_BC,3,0.144645138860922,0.140229127958067,1,628.040235083333,100100,100,100,1,81.3333333333333,125.666666666667,125.666666666667,NaN,54,0.54,NaN,188,178.333333333333,0.949369538054012,0.724503217143368,132.666666666667,125.666666666667,0.925866236905721,39.3333333333333,0.393333333333333,1,125.666666666667,75.6666666666667,4,0,0,0.018622387247896,1,125.666666666667,75.6666666666667,0.602236381809095,54,0.54,39.3333333333333,0.393333333333333,5,0.453627606772772,0.397731297145875,0.743450603236893,68,57.6666666666667,0,0.540872619245933,0.459127380754067,125.666666666667,75.6666666666667,0.602236381809095,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,3783.33333333333,0,83.3333333333333,0,1,100,100,100,100,100,100,0.37803514316678,0.0887272173997465,0.334080139299234,0.187426594006899,0.00348733198934511,0.0439550038675467,0.143942358766993,0.0533333333333333,0.986666666666667,0.996666666666667,1,0.996666666666667,0.806666666666667,0.133333333333333,0.00231620341230015,0.353333333333333,0,0.0867414822534649,0.22978619499017,0.0377166097997808,0.056921015290315,0.234064636476743,0.565645880763322,0.616357099228164,0.313333333333333,14.1677198781515,1,0.306666666666667,15.3333333333333,0.11954004427338,0.0910219261091117,0.234064636476743,0.0441312540549086,0.0408443353111243,0.0617710167992458,0
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP7_BC,3,0.010027466299718,0.292550437819571,1,680.369103597222,100083.333333333,100,100,1,100,225,225,NaN,96,0.96,NaN,238.333333333333,226,0.947312352587631,0.997063142437592,225.333333333333,225.333333333333,1,68.6666666666667,0.686666666666667,1,225,135,4,0,0,0.0070098310017025,1,225,135,0.6,96,0.96,68.6666666666667,0.686666666666667,5,0.466055833138284,0.387587694526707,0.825157442422079,136,89,0,0.606998875430931,0.393001124569069,225,135,0.6,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,6750,0,133.333333333333,0,1,100,100,100,100,100,100,0.436372490624587,0.0822437876369762,0.409015637834867,0.131603029333206,3.83216495282209e-05,0.0273568527897199,0.0773059357702732,0.166666666666667,1,0.913333333333333,0.98,1,0.812,0.126666666666667,2.04190787889461e-05,0.376666666666667,0,0.0661805340048435,0.173589921963355,0.0259277933827818,0.0455849729651925,0.174412461532667,0.529781907342883,0.540367605036595,0.233333333333333,12.1861645299145,0,0.2,10,0.0892834511177126,0.0677799102700272,0.174412461532667,0.0327012795851778,0.0290149491866973,0.0509572220313546,0
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP8_BC,3,0.0486554733259719,0.276509542350025,1,514.034846222222,100083.333333333,100,100,1,100,206,206,NaN,89.3333333333333,0.893333333333333,NaN,229.666666666667,210.333333333333,0.912260333103027,0.994309430943094,209.333333333333,209,0.998737373737374,63.6666666666667,0.636666666666667,1,206,124,4,0,0,0.0117268949732185,1,206,124,0.602166923868313,89.3333333333333,0.893333333333333,63.6666666666667,0.636666666666667,5,0.342210506577077,0.306716914348268,0.529401737124155,116.666666666667,89.3333333333333,0,0.557448559670782,0.442551440329218,206,124,0.602166923868313,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,6200,0,116.666666666667,0,1,100,100,100,100,100,100,0.449263826707999,0.075593725924497,0.397259390529556,0.139327166401817,3.55067849727802e-05,0.0520044361784433,0.0767383913812228,0.27,0.99,0.88,0.963333333333333,1,0.820666666666667,0.286666666666667,0.0177513599371279,0.366666666666667,0,0.0397754837768861,0.199349495010414,0.0308767893864866,0.0552972591255826,0.199349495010414,0.670244984567901,0.684048353909465,0.473333333333333,3.68421571646094,3.66666666666667,0.266666666666667,13.3333333333333,0.0917811769827344,0.0432617027052491,0.199349495010414,0.0370970891188764,0.0339647408047587,0.0585510748806765,0
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP9_BC,3,0.211933055764825,0.435628915834217,1,371.680414861111,100116.666666667,100,100,1,100,94.3333333333333,94.3333333333333,NaN,44.6666666666667,0.446666666666667,NaN,174.666666666667,160.666666666667,0.919479079140045,0.739152939287033,119,118,0.990808080808081,15,0.15,1,94.3333333333333,57,4,0,0,0.0248624820572771,1,94.3333333333333,57,0.604088800720679,44.6666666666667,0.446666666666667,15,0.15,5,0.379898146677403,0.0509728329415243,1.45568508131506,16.6666666666667,77.6666666666667,0,0.174381385007571,0.825618614992429,94.3333333333333,57,0.604088800720679,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,2850,0,50,0,1,100,100,100,100,100,100,0.456516686876615,0.0871281619424377,0.265754147397502,0.175878268522436,1.85353843884074e-09,0.190762539479113,0.148050901180991,0.293333333333333,0.98,0.983333333333333,0.933333333333333,1,0.838,0.833333333333333,0.184729314207252,0.376666666666667,0,0.00441114793438937,0.0558018289549224,0.0109461454587487,0.0322763950283743,0.0660485415135891,0.59911256780327,0.627652233914093,0.786666666666667,1.53161939340795,0,0.68,34,0.0232847201863485,0.00714976146533658,0.0660485415135891,0.0177029555532798,0.0112031595480699,0.0337778328875207,0
