f1,f2,requested_side,true_feasible
1.8280198919583,2.3589871054602,1,0
2.64641426149171,1.06834981645802,1,1
1.62224566944007,2.0298177425294,0,0
1.89372091846639,1.49167635199046,0,0
1.9233973502936,1.447270004114,0,0
1.86488280698948,1.52573934729156,0,0
2.83246757061146,0.999577938317876,1,1
1.80206876675527,2.15979155375098,1,0
2.00873325650067,1.08537530225003,0,0
2.01144482113162,1.88838957977291,1,0
1.49510837561242,1.92899099518826,0,0
1.60725477015001,2.0192249838313,0,0
1.7737735296913,1.6693974060228,0,0
1.99521480869014,1.12241555026375,0,0
2.67151014955901,1.05150444469877,1,1
2.28204200175801,1.57335494737125,1,0
2.59783192042757,1.11136104137616,1,1
2.31575981806851,1.52611845229713,1,0
1.82986552141815,2.08659645610083,1,0
1.46708958126341,1.87818638894788,0,0
1.52539782763355,1.95801547916138,0,0
1.94146162575834,1.97024264805578,1,0
2.24957043994202,1.62285011003383,1,0
1.80912248389685,2.12540952493771,1,0
1.66104222366879,1.744040216772,0,0
2.25327027849963,0.915645471448435,0,0
2.19198954966679,1.70788298732214,1,0
1.80363236416268,2.14121632957258,1,0
2.52896659341055,1.20043616266621,1,0
1.82041494748279,2.32918944818163,1,0
1.8280198919583,2.3589871054602,1,0
1.81592654361069,2.30167502797933,1,0
1.81218939061551,2.22862284052832,1,0
1.8182586549532,2.10952659226926,1,0
1.57783535995503,1.79716565692678,0,0
2.89158619181708,0.994662534408747,1,1
2.43824270214406,1.36888766975274,1,0
1.71650173931528,1.72098119175778,0,0
1.6880328938548,1.73196190510436,0,0
2.00189300577292,1.10340390107295,0,0
2.08148127589758,1.81214883460926,1,0
2.01144482113162,1.88838957977291,1,0
1.88856112218444,2.46815893951123,1,0
2.57434352304185,1.13769306623663,1,0
2.2151691011531,0.919645559889682,0,0
1.94716573441062,1.31425302842718,0,0
2.46491488707762,1.32106421079551,1,0
2.64641426149171,1.06834981645802,1,1
1.69314731213431,2.07218215837797,0,0
1.84504762446197,2.06522444061925,1,0
1.81433131818645,2.26445583930935,1,1
2.26565199689778,1.59781761748252,1,0
1.46774415525292,1.87426061639946,0,0
1.50938208439913,1.94464854428524,0,0
1.80447280040942,2.18117840159907,1,0
1.80439231887094,1.61164769125441,0,0
1.94281199939581,1.33931319678989,0,0
1.8093598279029,2.20498956880239,1,0
1.87837181289871,1.51012807626955,0,0
2.11848429586206,1.77694595106992,1,0
1.96203804348012,1.24436128382528,0,0
1.56723804837517,1.99022922414401,0,0
1.84438742662238,2.39267718724465,1,0
2.83246757061146,0.999577938317876,1,1
2.55138879079083,1.16735609786538,1,0
1.54467809123605,1.97320558847905,0,0
1.8141768257589,2.27632399387412,1,1
2.16115965201822,0.939834931768049,0,0
1.81782918602372,2.31516035548186,1,0
1.48831593348213,1.92071680524214,0,0
1.56700378866954,1.80614960167737,0,0
1.60725477015001,2.0192249838313,0,0
1.96759481489664,1.2227963353473,0,0
2.13746847367898,1.76006507406232,1,0
1.81555381529437,1.5934259799415,0,0
1.64811653316913,1.75059252051426,0,0
1.61166533397684,1.77232597625417,0,0
1.95182190392232,1.29008049806939,0,0
1.51191465757867,1.86008556608896,0,0
1.9111212765123,1.47045678025974,0,0
1.47175462134201,1.86798138649998,0,0
1.8147087687828,2.28872968544145,1,1
1.57975171694146,1.99943199977578,0,0
1.49721788318467,1.86125331239953,0,0
1.80912248389685,2.12540952493771,1,0
2.47525472595856,1.29866619059619,1,0
1.9044477365907,2.01235741590685,1,0
1.74580035504973,1.6964241911487,0,0
1.53462871971592,1.96538193167446,0,0
2.62185537174436,1.08827444192646,1,1
2.56279919992493,1.15210273090265,1,0
2.31575981806851,1.52611845229713,1,0
2.00189300577292,1.10340390107295,0,0
2.52896659341055,1.20043616266621,1,0
1.5468356180398,1.82523774843912,0,0
1.66104222366879,1.744040216772,0,0
2.15676969603653,1.7436587878311,1,0
1.9604498862305,1.94989292268949,1,0
1.98336864069542,1.16185450077413,0,0
2.69714523920174,1.03765778497009,1,1
1.53750809258015,1.83534578880949,0,0
1.47932132347878,1.86376939101184,0,0
1.52869127856152,1.84583136236651,0,0
2.50708047516729,1.23702118164658,1,0
2.4150121384634,1.39464226553364,1,0
2.4547099852462,1.34440642077793,1,0
2.33313550690979,1.50288524143461,1,0
2.57434352304185,1.13769306623663,1,0
1.81517327491597,2.25312163088197,1,1
1.62342402523755,1.76473339088857,0,0
2.48572895089994,1.27720077939969,1,0
1.47362660159892,1.89922276485213,0,0
1.94146162575834,1.97024264805578,1,0
1.73417039344512,2.09527867498427,0,0
1.9784737201905,1.92947358340652,1,0
2.54011127941139,1.18346338056836,1,0
1.87608511897638,2.44827025905659,1,0
1.8392870839,1.55853940047473,0,0
2.43824270214406,1.36888766975274,1,0
1.47758125809805,1.90583576549571,0,0
2.23491099329851,1.6461601965513,1,0
1.58915887630184,1.7885544183725,0,0
1.86456510464958,2.42906155664062,1,0
1.93157799990127,1.41991596441953,0,0
1.810721882726,2.21672535351793,1,0
2.29926168306755,0.915701692296316,0,0
1.54467809123605,1.97320558847905,0,0
1.51698270297343,1.95110446710021,0,0
2.39218030311283,1.4215157455602,1,0
1.63806729583587,2.04087258323307,0,0
2.04579118439874,1.84928892079565,1,0
1.65556771453815,2.0508640470789,0,0
1.52022804995339,1.85574563164098,0,0
2.13746847367898,1.76006507406232,1,0
1.76081290143207,1.68440110029737,0,0
2.03442026870816,1.04042959445795,0,0
1.47509673505676,1.86561951375984,0,0
1.93501716896765,1.39213472439575,0,0
1.80277240632877,2.17013059848859,1,0
2.77773936700172,1.00848107819948,1,1
1.67434894973008,1.73783104397735,0,0
1.8093598279029,2.20498956880239,1,0
1.74580035504973,1.6964241911487,0,0
1.89372091846639,1.49167635199046,0,0
2.68426009789329,1.04421133928907,1,1
2.06346985934952,1.83047527174652,1,0
2.80456556743917,1.00352560523636,1,1
1.85399987734229,2.41053113264622,1,0
2.35127512991155,1.47579914753367,1,0
2.8614666355759,0.996627038619214,1,1
1.85185376876561,1.54187762205843,0,0
1.7834995379396,1.6496345055234,0,0
1.9785389076178,1.18167111869809,0,0
2.1845921534772,0.927707332895316,0,0
2.11000877428403,0.965570228143334,0,0
1.52539782763355,1.95801547916138,0,0
1.82370350404408,2.09781981024645,1,0
2.22047484642415,1.66630143404792,1,0
2.59783192042757,1.11136104137616,1,1
1.47060657645451,1.89315454655921,0,0
1.9233973502936,1.447270004114,0,0
1.97345090191622,1.20208127276136,0,0
1.56723804837517,1.99022922414401,0,0
1.93876230254758,1.36527066916998,0,0
2.73661430325489,1.02233650033603,1,1
2.64641426149171,1.06834981645802,1,1
1.92279258584497,1.99106359466363,1,0
2.24957043994202,1.62285011003383,1,0
2.29926168306755,0.915701692296316,0,0
1.48247551650782,1.91299955904,0,0
1.57783535995503,1.79716565692678,0,0
1.8141768257589,2.27632399387412,1,1
1.73090730330681,1.7085368903802,0,0
2.01838024570838,1.06480676594636,0,0
2.77773936700172,1.00848107819948,1,1
1.83572791429093,2.37549661078547,1,0
2.05036857140332,1.0186518816296,0,0
1.67392780507022,2.06129978972363,0,0
1.85915492497447,2.05238035957425,1,0
2.36975381391927,1.44952229757746,1,0
2.20616656267932,1.68687384832405,1,0
1.46930120198135,1.87086098189206,0,0
1.88836904830348,2.02757888209669,1,0
1.5468356180398,1.82523774843912,0,0
1.62224566944007,2.0298177425294,0,0
1.63557594662948,1.75748954447717,0,0
2.48572895089994,1.27720077939969,1,0
1.96203804348012,1.24436128382528,0,0
1.8147087687828,2.28872968544145,1,1
1.8280198919583,2.3589871054602,1,0
1.82718598068276,1.57572290100216,0,0
2.39218030311283,1.4215157455602,1,0
1.87837181289871,1.51012807626955,0,0
1.60030405638576,1.78026909390761,0,0
1.61166533397684,1.77232597625417,0,0
1.66104222366879,1.744040216772,0,0
2.35127512991155,1.47579914753367,1,0
2.11848429586206,1.77694595106992,1,0
1.82041494748279,2.32918944818163,1,0
1.99478508490926,1.9086821297743,1,0
1.86456510464958,2.42906155664062,1,0
1.87359581586602,2.03983212063209,1,0
1.82986552141815,2.08659645610083,1,0
2.17638339993983,1.72772583764938,1,0
1.47509673505676,1.86561951375984,0,0
1.7737735296913,1.6693974060228,0,0
1.48442093630353,1.86242926210609,0,0
1.56700378866954,1.80614960167737,0,0
1.90199231657249,2.48872586770144,1,0
2.6340685430509,1.07792187955795,1,1
2.56279919992493,1.15210273090265,1,0
2.08148127589758,1.81214883460926,1,0
2.22047484642415,1.66630143404792,1,0
2.51795668148672,1.21828484138648,1,0
1.48831593348213,1.92071680524214,0,0
1.50259395635511,1.93864532239267,0,0
1.79370681078978,1.63038445733388,0,0
2.03442026870816,1.04042959445795,0,0
1.81439927062609,2.24113319708073,1,0
1.46851447230699,1.8876286594119,0,0
1.55666889602068,1.81550616666058,0,0
1.70209021697943,1.72643130086975,0,0
2.50708047516729,1.23702118164658,1,0
2.65889523159475,1.05954726662791,1,1
2.35348448328449,0.919806370167139,0,0
1.96759481489664,1.2227963353473,0,0
1.83572791429093,2.37549661078547,1,0
2.58602130136629,1.1241160325253,1,0
1.64811653316913,1.75059252051426,0,0
2.02844815243543,1.86859273656507,1,0
1.83674058942747,2.075851118215,1,0
2.75004333737016,1.01864347182542,1,1
1.80439231887094,1.61164769125441,0,0
1.73417039344512,2.09527867498427,0,0
1.84438742662238,2.39267718724465,1,0
2.49633729719443,1.25665604935911,1,0
1.9784737201905,1.92947358340652,1,0
1.55666889602068,1.81550616666058,0,0
1.8392870839,1.55853940047473,0,0
2.06803550165767,0.998977077752198,0,0
1.76081290143207,1.68440110029737,0,0
2.69714523920174,1.03765778497009,1,1
1.80717383914798,2.19294006180447,1,0
1.51191465757867,1.86008556608896,0,0
2.23491099329851,1.6461601965513,1,0
2.09982069596149,1.79430681630454,1,0
2.29874346402515,1.54945733843369,1,0
1.8093598279029,2.20498956880239,1,0
2.76150554869299,1.01373894914045,1,1
2.1845921534772,0.927707332895316,0,0
1.94281199939581,1.33931319678989,0,0
1.95182190392232,1.29008049806939,0,0
1.47932132347878,1.86376939101184,0,0
1.82718598068276,1.57572290100216,0,0
1.63557594662948,1.75748954447717,0,0
1.80206876675527,2.15979155375098,1,0
2.28204200175801,1.57335494737125,1,0
2.54011127941139,1.18346338056836,1,0
1.62224566944007,2.0298177425294,0,0
1.79370681078978,1.63038445733388,0,0
2.77773936700172,1.00848107819948,1,1
1.9784737201905,1.92947358340652,1,0
1.49510837561242,1.92899099518826,0,0
