problem,run,target_FE,actual_FE,gen,pair_index,pair_side,archive_role,intended_feasible,ref,score,obj1,obj2,dec1,dec2,dec3,dec4,dec5,dec6,dec7,dec8,dec9,dec10,dec11,dec12,dec13,dec14,dec15,dec16,dec17,dec18,dec19,dec20,dec21,dec22,dec23,dec24,dec25,dec26,dec27,dec28,dec29,dec30
"LIRCMOP9_BC",1,20000,20160,98,1,"constrained_population","constrained_population",1,NaN,NaN,2.547987098352972,0,1,0.072691937630999043,0.15042628578008843,0.79399747718971214,0.32047719671106273,0.30744054903347767,0.47639671235204356,0.51235796797003164,0.50033405992083169,0.66032304378197282,0.51881408683955388,0.30734310126065134,0.70223902825707085,0.38742112045966859,0.77827553467637001,0.11591948548080953,0.81538128111898245,0.7371760865081427,0.8410908434611637,0.73804596748519824,0.78630990051335226,0.098009184421135945,0.86613246661842258,0.44134486431931386,1,0.75597980598674108,0.97775332157307604,0.78025775551183196,0.98531862831466932,0.1017522160472465
"LIRCMOP9_BC",1,20000,20160,98,2,"constrained_population","constrained_population",1,NaN,NaN,2.5182750479986749,1.1045445684124582,0.98992644899791982,0.072723232258609077,0.14075214063752572,0.79411286814456861,0.32525120401679114,0.3074389505098557,0.39041894481625272,0.51233767191760904,0.49256351181244129,0.65727350248099892,0.51208755025985531,0.30730098301059078,0.69042202565140054,0.38740926480978627,0.75912666655706518,0.11592153975788709,0.73900825313580831,0.73710309502453919,0.81683951719127734,0.73669216434390594,0.80153310019859692,0.098031540547407994,0.84873760265087406,0.44176357131930766,0.97153015695828127,0.75968391250961054,0.85288994788230599,0.78194784302061926,0.99094318681876903,0.10525901839104797
"LIRCMOP9_BC",1,20000,20160,98,3,"constrained_population","constrained_population",1,NaN,NaN,2.3894214584404314,1.3198516685748896,0.98764934935074489,0.072723626973844352,0.14699758563976542,0.79406179296538038,0.34516439969548079,0.3074389505098557,0.38118353354116208,0.5123102738309534,0.49430732308343911,0.65725955524654722,0.51494697963696778,0.30717162834778072,0.69199892751074921,0.38740371834480997,0.75079204740252414,0.14765622400521217,0.7192780211810943,0.73702520883880662,0.80946579536238505,0.73553693981832025,0.84614894490454307,0.098033859246668312,0.86846204224723011,0.44150323188466217,0.9446524466513635,0.76024427728732491,0.86408664692242698,0.75158706622905658,0.99044834243366109,0.104055905404017
"LIRCMOP9_BC",1,20000,20160,98,4,"constrained_population","constrained_population",1,NaN,NaN,2.3082903309394585,1.6075740065250526,0.98498644444994532,0.072727197728796461,0.13160071791779493,0.79411598017211849,0.31593154186853373,0.3074389505098557,0.37796557507836798,0.51231114268806044,0.45015111212783132,0.65726606474092364,0.51007943499181752,0.30718252901188176,0.69592611502231272,0.38740491109014458,0.75079204740252414,0.14688966216547583,0.73146093278068891,0.73702520883880662,0.80899337517716086,0.73553693981832025,0.83365840558022541,0.098033808914262846,0.86846204224723011,0.44154180750032063,0.94198818596837142,0.76028340273389217,0.85987625463554229,0.76320832248341697,1,0.10459487387132989
"LIRCMOP9_BC",1,20000,20160,98,5,"constrained_population","constrained_population",1,NaN,NaN,1.9828753726431023,1.6833219518025957,0.13985194022997216,0.99991272771957163,0,0.99805727836649982,0.027096448404620159,0.99996728628152365,0.25001946235042927,0.99974574387249737,0.15150360757487563,0.99981965347539692,0.45284726497784689,0.9994545320953454,0.20499871276531034,0.99617486513942899,0.64985068284334402,0.9999179638532314,0.26221558406852941,0.99808445219222441,0.061060405066263611,0.99769336751717153,0.40592744159225969,1,0.14365304521674782,0.99659957172736713,0.0059687293974372592,0.990031446990848,0.51699815828910489,0.98379889103534035,0.3445110300890929,0.98434900664455094
"LIRCMOP9_BC",1,20000,20160,98,6,"constrained_population","constrained_population",1,NaN,NaN,1.9707052200981352,1.6858547936684998,0.1325463523740224,0.99991580566921678,0.016349673560328862,0.99847873815206711,0.012691992434471304,0.9998990236645563,0.39600620551590832,0.99977364228811016,0.19876876034937019,0.99986196897779711,0.53787206245272079,0.99937697525493852,0.21900202633765498,0.99994681574583066,0.60206132446394978,0.99993730653505031,0.22371965295044152,0.99805425083948207,0.12418642923491582,0.99834752244301628,0.34413852274507312,0.99994570650155801,0.11862506729644745,0.99721410941521771,0.061924348005295095,0.99017727183856641,0.46729648165595361,0.98813252267974594,0.30141695881271269,0.98761728616778244
"LIRCMOP9_BC",1,20000,20160,98,7,"constrained_population","constrained_population",1,NaN,NaN,0,2.1755042108876945,0,1,0.92042945748538285,1,0.99689686339770289,0.99995528431502445,0.65017037787798571,1,0.24949391136426277,1,0.076572264498510068,1,0.18513444429955364,1,0,0.83404031287193248,0,1,0.71997461884766145,0.99924411627668142,0,0.99999756014144014,0,1,0.14703125514562199,1,0,1,0,1
"LIRCMOP9_BC",1,20000,20160,98,8,"constrained_population","constrained_population",1,NaN,NaN,0.1914351218273217,1.692750361455331,0.10076581596240243,0.99999684625917018,0.048250860667036329,0.99946537233210975,0.01889908385201854,0.99999709701985007,0.033552261601017486,0.9998892324956562,0.034278357128647199,0.99997271182845227,0.041368832535399427,0.99985822743589148,0.064779748649629529,0.99881188992546199,0.091174598331586032,0.99973384871398308,0.084541178658933541,0.99961365297410443,0.044370016008844132,0.99579254941855266,0.097322599162395218,1,0.12599471372290616,0.99935207470101073,0.059870815198509911,0.99853381269187147,0.17486253385575756,0.99472565253580836,0.14213791968127309,0.99266154821588715
"LIRCMOP9_BC",1,20000,20160,98,9,"constrained_population","constrained_population",1,NaN,NaN,0.18402764596151186,1.6935486138691604,0.090557300433783822,0.99998116478150911,0.015961677754547612,0.99894853654454119,0.03086882297942023,0.99996666994231997,0.056970971148961838,0.9998317261790447,0.032314346842189215,0.99994153004123942,0.015244692535254085,0.99959882268198275,0.024762838471815738,0.99997105795652996,0.091582741382043795,0.99998142527068401,0.063078613195522715,0.99974093205646186,0.015774850570883018,0.997764863409903,0.10705877491397331,0.99813906229343519,0.054347789115273104,0.99837066898427018,0.040631937595708802,0.99752060433857659,0.10756399685574392,0.99174822977300769,0.13457299705413323,0.99346496224391623
"LIRCMOP9_BC",1,20000,20160,98,10,"constrained_population","constrained_population",1,NaN,NaN,0.18055522103295349,1.6940454690278837,0.092422581404023124,0.99999405515715745,0.041445910398844592,0.9992338334476174,0.0029753925509253543,0.99996286530536627,0.012871833851176332,0.99984746546912506,0.052414179179274413,0.99993737467488542,0.022482351482657884,0.9996479801601581,0.069521756815183577,0.99999106926252812,0.090228290309410292,0.99998284567574192,0.045269458912541041,0.99928535001891128,0.041093164028512694,0.99556637852940988,0.088290067284989115,0.99942729207811831,0.058042537522181595,0.99859818995728755,0.084599538337755242,0.99999491884476777,0.18172125341232404,0.99333903569818904,0.11402677952396675,0.99415819855483922
