problem,run,target_FE,actual_FE,gen,pair_index,pair_side,archive_role,intended_feasible,ref,score,obj1,obj2,dec1,dec2,dec3,dec4,dec5,dec6,dec7,dec8,dec9,dec10,dec11,dec12,dec13,dec14,dec15,dec16,dec17,dec18,dec19,dec20,dec21,dec22,dec23,dec24,dec25,dec26,dec27,dec28,dec29,dec30
"DASCMOP2_BC",1,60000,60180,294,1,"constrained_population","constrained_population",1,NaN,NaN,0.50009745835682273,1.5000974583568227,0,0.1269130797759217,0.15318931264882174,0.13389149389594096,0.13045441472539371,0.1498917699599881,0.11754901304095794,0.14562360013036824,0.13289082392447671,0.14113641221551393,0.1120859211571385,0.12468296664100992,0.12527392460615039,0.098343743659328797,0.11180784759973406,0.13630264051511437,0.12004265117778828,0.13353806472440327,0.10692194974596225,0.12276813554779831,0.13532175390286538,0.12967292029202199,0.14233118171739451,0.13306095494900716,0.14762542896562708,0.14731791214509676,0.12558602830991761,0.14541897202099141,0.12141217378914537,0.13769912103865833
"DASCMOP2_BC",1,60000,60180,294,2,"constrained_population","constrained_population",1,NaN,NaN,0.50957016228214247,1.4397462256522942,0.0042941525955780824,0.14985463130775617,0.13589484314275246,0.12953501292299596,0.13944099509890928,0.16146889111392185,0.16170616594409842,0.13507392362648696,0.15827549681351238,0.13239965205537796,0.14471068646936475,0.13380453661904096,0.1345089416645539,0.13833550899929364,0.13860428311891571,0.13435168951681192,0.15510419770485229,0.056445743918435543,0.12320721908675525,0.13405165585910628,0.13018698179364785,0.14488890955036204,0.16064270158915445,0.12089743789003821,0.14587124625383452,0.13735090138382644,0.13788889535819793,0.1282695645479961,0.13575947734165739,0.14621563607774601
"DASCMOP2_BC",1,60000,60180,294,3,"constrained_population","constrained_population",1,NaN,NaN,0.51684448485731671,1.4210484582091698,0.0077517879652507782,0.12259115165698814,0.16637055926653121,0.1414391669047696,0.13562517456267925,0.15536287789623116,0.12947733474226003,0.14213815582657208,0.1412517949029915,0.23892569924698548,0.13220057576335298,0.14930726440226522,0.14602886478491978,0.12227518217195199,0.11275531069806549,0.13830794130967028,0.14738770525793909,0.13852811982365204,0.12431548546871324,0.16937457793895433,0.13645192374635684,0.12172676555834033,0.14674920921597945,0.11477968987688819,0.1610778870559863,0.16037553177970876,0.14240816555509866,0.1301524861606792,0.1206306358203692,0.14731345857788447
"DASCMOP2_BC",1,60000,60180,294,4,"constrained_population","constrained_population",1,NaN,NaN,0.52504144100283856,1.386550095403196,0.015200606377854864,0.12494661434662224,0.17618601111900195,0.1766099241726275,0.13859397398613693,0.16764418818605908,0.14362901618389362,0.1677288776386216,0.12787628207693308,0.16808119772093622,0.1235226598350046,0.15243461024284916,0.17181980565395238,0.15998714125845948,0.15200518337777097,0.15852754899695298,0.20048306801381299,0.14459656078970579,0.13466138357217894,0.16942730640270343,0.14533122023567002,0.15791898367665319,0.098252809389397566,0.16541062627440206,0.17418855487621809,0.16871875232378136,0.13810128214701667,0.16285905083004582,0.14532322092592326,0.17530291664877262
"DASCMOP2_BC",1,60000,60180,294,5,"constrained_population","constrained_population",1,NaN,NaN,1.5005917277449061,0.50059172774490612,1,1,0.64021349114860671,1,0.98873826422226219,0.73179972475198052,1,1,1,1,0.69519728805448511,1,1,1,0.96669577871742796,1,0.88238303437822507,1,0.67240962887338962,1,1,1,0.94568752928567079,0.99165473669074977,1,0.71556261261698961,1,1,1,1
"DASCMOP2_BC",1,60000,60180,294,6,"constrained_population","constrained_population",1,NaN,NaN,0.52643521137721128,1.348492952295457,0.023769301002811438,0.17423938852440757,0.14535398958467338,0.24707818092017264,0.19385949877302178,0.14904986477261695,0.17720337426036736,0.13162399334226582,0.17814255936365803,0.17527663661931342,0.1597484936094743,0.15371803521957739,0.13241374133239725,0.13601486755076397,0.19178739496241709,0.18393135454412296,0.16364284521328426,0.19152517211105469,0.12648226273762136,0.15572595744379752,0.18240781320933741,0.17537398984117419,0.18103493383142011,0.17494633365104717,0.16033321827614411,0.18189721583438689,0.11956636039130675,0.1418743552267373,0.17957117998397498,0.16286201614853996
"DASCMOP2_BC",1,60000,60180,294,7,"constrained_population","constrained_population",1,NaN,NaN,0.52978755856818283,1.3277767997701053,0.029693304913324087,0.18799885020152335,0.18886347051746954,0.17292766519288127,0.16517864831115642,0.20787441943524587,0.18387588741350569,0.16565670824479412,0.18685118255948974,0.17092316471299634,0.16890231558871061,0.13324864710526624,0.17739346947242851,0.20087537660715427,0.17201552337477349,0.16260809557539241,0.18548209506036384,0.1846796087218649,0.17782966080674389,0.16467395831366138,0.18704903455177901,0.17683927497652213,0.18311124820920993,0.16798591910000948,0.20816207995336761,0.18154215482235425,0.17409230406516252,0.14799536346760173,0.16954337356296223,0.17886238600457111
"DASCMOP2_BC",1,60000,60180,294,8,"constrained_population","constrained_population",1,NaN,NaN,1.4768969070210627,0.51171287176814739,0.97683460207100437,1,0.78987439541873861,1,0.93464506328802388,1,1,1,1,1,0.96292683604667506,1,1,1,1,1,0.97070501619938043,0.96264638590680041,0.5136776180921101,1,1,1,1,1,0.94280627115889837,0.56551745441012624,1,0.85904963360719333,1,0.96689589281025534
"DASCMOP2_BC",1,60000,60180,294,9,"constrained_population","constrained_population",1,NaN,NaN,0.55094453986934178,1.2988328641745119,0.043513287540559553,0.15301783566361565,0.20620232471809008,0.39217151200468758,0.10647078567773466,0.1285566036345106,0,0,0.043332756140984197,0.17074679403395143,0.026419876334703662,0.031143908745507931,0,0.0039183971989311117,0.14711868266707773,0.036467772887877781,0.34604312662701264,0.41550605950923586,0.15383919050299955,0.094619542937562418,0.13284529801223216,0,0.061499109966112242,0.22712864828655582,0.20210406607928444,0.15347806370170936,0,0.30102868966176755,0.017731311466524124,0
"DASCMOP2_BC",1,60000,60180,294,10,"constrained_population","constrained_population",1,NaN,NaN,0.55191100194291642,1.2732241903599593,0.051578283519259444,0.1935781817629445,0.22365631821140652,0.20255526652098937,0.21036340353427518,0.18522231784413212,0.18554493288770962,0.1719116729202938,0.20181860110260408,0.24503037469041783,0.22789962803964703,0.21400949306458217,0.21146207329886269,0.19019034071569291,0.2240274167681815,0.25712240122095226,0.2045915080352394,0.23832816654867395,0.17358695703765581,0.20840441534115828,0.18964044728232116,0.24395937016024027,0.21736887032439745,0.23491419172620093,0.22247711763297046,0.2013759893426596,0.20759938498005071,0.20001113566559647,0.20741032963743145,0.21142347564237723
