variant,archiveParetoFilterMode,archivePairDirectionMode,archiveSourceCapMode,archivePairRefMode,trainFilterMode,conditionMode,targetRealLabelMode,generatorMode,ganCriticMode,generatorLossMode,problem,family,run,seed,status,error_message,N,D,maxFE,trainGap,nGen,zDim,perRef,nearTau,ganIter,probeRawN,stageProbeN,ganDPretrainIter,ganDSteps,ganGSteps,archiveGap,ganArchMode,ganMiniBatch,ganRealLabel,ganLrD,ganLrG,ganTrainMode,target_text,runtime,IGD,HV,Feasible_rate,finalFE,finalPopCount,finalFeasibleCount,finalFeasibleRateManual,finalBestCount,final_AF_size,final_AI_size,final_AF_ref_count,final_AF_ref_cov,final_Gap_obj_med,final_Train_AF_count,final_archive_filter_candidate_count,final_archive_filter_keep_count,final_archive_filter_keep_ratio,final_archive_pair_direction_candidate_count,final_archive_pair_direction_keep_count,final_archive_pair_direction_keep_ratio,final_archive_pair_ref_candidate_count,final_archive_pair_ref_keep_count,final_archive_pair_ref_keep_ratio,final_train_ref_count,final_train_ref_cov,final_target_triple_ready,final_target_pair_count,final_target_triple_count,final_target_condition_dim,final_target_condition_mode_code,final_target_ref_token_dim,final_target_direction_norm_mean,final_target_filter_mode_code,final_target_filter_pre_count,final_target_filter_post_count,final_target_filter_retain_ratio,final_target_filter_pre_ref_count,final_target_filter_pre_ref_cov,final_target_filter_post_ref_count,final_target_filter_post_ref_cov,final_condition_knn_k,final_condition_knn_decision_spread_mean,final_condition_knn_decision_spread_median,final_condition_knn_decision_spread_p90,final_pair_ai_dom_count,final_pair_mutual_nd_count,final_pair_af_dom_count,final_pair_ai_dom_ratio,final_pair_mutual_nd_ratio,final_train_direction_candidate_count,final_train_direction_keep_count,final_train_direction_retain_ratio,final_train_direction_mode_code,final_train_weight_count,final_train_weight_min,final_train_weight_mean,final_train_weight_max,final_boundary_quality_label_count,final_boundary_quality_label_mean,final_boundary_quality_label_median,final_boundary_quality_label_p10,final_boundary_quality_label_p90,final_boundary_quality_label_min,final_boundary_quality_label_max,final_target_mismatch_count,final_target_mismatch_identity_count,final_target_mismatch_batch_count,final_target_mismatch_identity_rate,final_gan_d_diag_status,final_gan_d_diag_count,final_gan_d_real_count,final_gan_d_ai_count,final_gan_d_fake_count,final_gan_d_mismatch_count,final_gan_d_uniform_count,final_gan_d_real_prob_mean,final_gan_d_ai_prob_mean,final_gan_d_fake_prob_mean,final_gan_d_mismatch_prob_mean,final_gan_d_uniform_prob_mean,final_gan_d_prob_gap,final_gan_d_confusion_abs_margin,final_gan_d_real_acc,final_gan_d_ai_acc,final_gan_d_fake_acc,final_gan_d_mismatch_acc,final_gan_d_uniform_acc,final_gan_d_bal_acc,final_BoundaryHit_all,final_ObjInterfaceScore,final_RefCov,final_DuplicateRate,final_GAN_to_Segment_Dist50,final_GAN_to_Segment_Dist90,final_GAN_to_Decision_Segment_Dist50,final_GAN_to_Decision_Segment_Dist90,final_GAN_to_AF_Dist90,final_AF_Cover_epsilon,final_AF_CoverEpsilon,final_PairCover_epsilon,final_PairCoverEpsilon,final_LargestClusterRate_epsilon,final_EffectiveClusterCount_epsilon,final_ClusterEpsilon,final_RawGANOutsideStandardRangeCount,final_RawGANFeasibleRate,final_InjectedCount,final_GAN_to_AF_ObjNN_mean,final_GAN_to_AF_ObjNN_median,final_GAN_to_AF_ObjNN_p90,final_GAN_to_AF_DecNN_mean,final_GAN_to_AF_DecNN_median,final_GAN_to_AF_DecNN_p90,final_RawGANVarClipRate,core_metrics_file,stage_metrics_file,snapshot_count,snapshot_folder,snapshot_manifest_file
C4_condFilter,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,1,1,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,614.909007583334,0.00348066201072315,0.21147580428099,1,100100,100,100,1,100,204,204,84,0.84,NaN,NaN,208,206,0.990384615384615,206,206,1,206,206,1,67,0.67,1,204,143,4,0,0,0.00620231583829532,1,204,143,0.700980392156863,84,0.84,67,0.67,5,0.657694451910345,0.597423116053995,1.07341380474937,144,60,0,0.705882352941177,0.294117647058824,0,143,0.700980392156863,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,7150,0,150,0,1,100,100,100,100,100,100,0.39983055382967,0.0154822108979064,0.30184911698103,0.0658744560438539,2.69084717910289e-08,0.0979814368486405,0.14916016459465,0.22,1,0.95,0.99,1,0.832,0.12,0.000118926567167863,0.37,0,0.0944730899050469,0.251703827632937,0.0472636287643197,0.0619422073926803,0.256024150797879,0.588235294117647,0.05,0.588235294117647,0.05,0.1,18.939393939394,0.05,12,0.32,16,0.119484802664385,0.104737524178632,0.256024150797879,0.0533299099185172,0.052554649756517,0.0684452999915945,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP1_BC_run1_tpa113bed1_112c_4bd3_978e_78343ef4293e/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP1_BC_run1_tpa113bed1_112c_4bd3_978e_78343ef4293e/stage_metrics.csv,0,,
C4_condFilter,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,2,2,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,760.490413166667,0.00393884906287847,0.212005372647472,1,100000,100,100,1,100,213,213,81,0.81,NaN,NaN,225,216,0.96,216,216,1,216,216,1,49,0.49,1,213,150,4,0,0,0.00670871392205205,1,213,150,0.704225352112676,81,0.81,49,0.49,5,0.577123660955193,0.486254458458787,1.04496506759628,130,83,0,0.610328638497653,0.389671361502347,0,150,0.704225352112676,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,7500,0,150,0,1,100,100,100,100,100,100,0.483421247303486,0.0127382875502011,0.400650404154751,0.0798552187559703,2.16685476862015e-07,0.0827708431487349,0.0579641742708816,0.29,1,0.87,0.97,1,0.826,0.1,1.09759740304108e-05,0.33,0,0.0566921875505168,0.125028695912268,0.0297700897408988,0.0438654207588321,0.126921309798799,0.694835680751174,0.05,0.699530516431925,0.05,0.58,2.79642058165548,0.05,4,0.2,10,0.0685143171802216,0.058357911549428,0.126921309798799,0.0358278857622585,0.0345191730560917,0.0499811771837469,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP1_BC_run2_tpd0d7adbc_6fa8_4f85_ad0e_b5a1a5615589/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP1_BC_run2_tpd0d7adbc_6fa8_4f85_ad0e_b5a1a5615589/stage_metrics.csv,0,,
C4_condFilter,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,3,3,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,694.424937875,0.00357755970928679,0.21157927788432,1,100100,100,100,1,100,230,230,84,0.84,NaN,NaN,238,233,0.978991596638655,233,233,1,233,233,1,54,0.54,1,230,161,4,0,0,0.00625082492408934,1,230,161,0.7,84,0.84,54,0.54,5,0.641276806733971,0.537466665402738,1.13247350901417,151,79,0,0.656521739130435,0.343478260869565,0,161,0.7,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,8050,0,150,0,1,100,100,100,100,100,100,0.601783637702465,0.0187191398048359,0.457356994266156,0.0756858773339696,3.16674180014676e-06,0.144426643436309,0.0722133217181544,0.79,0.99,0.52,0.94,1,0.848,0.1,0.000116535317126077,0.32,0,0.0763720845850966,0.143481542581097,0.0399625622431889,0.0613224200423474,0.143481542581097,0.530434782608696,0.05,0.530434782608696,0.05,0.16,12.5,0.05,4,0.46,23,0.0811841606718582,0.0773022392562796,0.143481542581097,0.0474635406530087,0.0448695009157773,0.065834663503998,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP1_BC_run3_tp030c115b_42bc_4c88_b252_9461a7ceb1d9/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP1_BC_run3_tp030c115b_42bc_4c88_b252_9461a7ceb1d9/stage_metrics.csv,0,,
C4_condFilter,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,DASCMOP_BC,1,1,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,620.128962666667,0.0052856986810558,0.353862006065278,1,100050,100,100,1,100,219,219,96,0.96,NaN,NaN,226,219,0.969026548672566,219,219,1,219,219,1,80,0.8,1,219,154,4,0,0,0.00629097890087245,1,219,154,0.703196347031963,96,0.96,80,0.8,5,0.745945812764363,0.747661636126994,0.978605179446859,137,82,0,0.625570776255708,0.374429223744292,0,154,0.703196347031963,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,7700,0,150,0,1,100,100,100,100,100,100,0.677414990365505,0.0299594882973172,0.259215465069865,0.0371621403876537,1.91331127112818e-08,0.41819952529564,0.20909976264782,0.75,0.98,0.9,0.97,1,0.92,0,5.27584436736588e-06,0.38,0,0.158799471019649,0.387881604099207,0.055982334291392,0.0724886903834309,0.392244676035584,0.200913242009132,0.05,0.246575342465753,0.05,0.06,32.8947368421052,0.05,8,0.34,17,0.208803052910407,0.16733324125697,0.392244676035584,0.0626039089911363,0.0612188368913469,0.0812423229710013,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP2_BC_run1_tpd872ef11_ab40_43e8_b6cf_616f6fad9bc5/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP2_BC_run1_tpd872ef11_ab40_43e8_b6cf_616f6fad9bc5/stage_metrics.csv,0,,
C4_condFilter,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,DASCMOP_BC,2,2,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,657.669863041666,0.00480344972820192,0.354536363156666,1,100000,100,100,1,100,216,216,97,0.97,NaN,NaN,223,216,0.968609865470852,216,216,1,216,216,1,75,0.75,1,216,152,4,0,0,0.0065907823070106,1,216,152,0.703703703703704,97,0.97,75,0.75,5,0.730731451232471,0.71789739052103,0.932877631609647,137,79,0,0.634259259259259,0.365740740740741,0,152,0.703703703703704,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,7600,0,150,0,1,100,100,100,100,100,100,0.713652174323797,0.00931769658121111,0.188645519884303,0.0330199748377388,1.79659320101274e-08,0.525006654439494,0.262503327219747,0.78,0.99,0.91,0.99,1,0.934,0.14,1.02052423719018e-05,0.36,0,0.0921710090247517,0.283285651814384,0.0498546817040574,0.0668779994345638,0.287482522476309,0.444444444444444,0.05,0.476851851851852,0.05,0.22,14.367816091954,0.05,7,0.32,16,0.123879979754707,0.0988425545367776,0.287482522476309,0.057222781889155,0.0582996117898508,0.0753372347905052,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP2_BC_run2_tpe2aef69e_bdd6_4390_9507_3df024840307/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP2_BC_run2_tpe2aef69e_bdd6_4390_9507_3df024840307/stage_metrics.csv,0,,
C4_condFilter,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,DASCMOP_BC,3,3,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,666.44892325,0.00469148249005985,0.354718300025954,1,100100,100,100,1,100,213,213,97,0.97,NaN,NaN,223,213,0.955156950672646,213,213,1,213,213,1,70,0.7,1,213,150,4,0,0,0.00612621203730323,1,213,150,0.704225352112676,97,0.97,70,0.7,5,0.684910316264624,0.682652244095849,0.901315641457037,134,79,0,0.629107981220657,0.370892018779343,0,150,0.704225352112676,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,7500,0,150,0,1,100,100,100,100,100,100,0.678356907442212,0.0258271813722715,0.217811976073717,0.040219568567133,0.00705130326272608,0.460544931368495,0.230272465684247,0.76,0.97,0.91,0.96,0.99,0.918,0.02,3.13002830294827e-05,0.35,0,0.174218542802244,0.281936357157245,0.0620670684954959,0.0793364683307166,0.285147079039509,0.31924882629108,0.05,0.380281690140845,0.05,0.12,23.1481481481482,0.05,11,0.38,19,0.17636639822293,0.180061760837421,0.285147079039509,0.0684714400274986,0.0700480801260694,0.088752232425799,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP2_BC_run3_tp62ec7046_f682_4c32_863b_6ee5461061bb/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP2_BC_run3_tp62ec7046_f682_4c32_863b_6ee5461061bb/stage_metrics.csv,0,,
C4_condFilter,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,DASCMOP_BC,1,1,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,370.866328291667,0.00486973503621683,0.201315762974785,1,100150,100,100,1,91,111,111,69,0.69,NaN,NaN,117,114,0.974358974358974,114,112,0.982456140350877,112,112,1,45,0.45,1,111,78,4,0,0,0.0105368005636988,1,111,78,0.702702702702703,69,0.69,45,0.45,5,0.0915826970050962,0.0704347840033388,0.188870378386201,47,64,0,0.423423423423423,0.576576576576577,0,78,0.702702702702703,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,3900,0,100,0,1,100,100,100,100,100,100,0.71949961706996,0.0357260641007762,0.260518527929671,0.0459311372873227,0,0.458981089140289,0.229490544570144,0.98,0.96,0.83,0.97,1,0.948,0.06,2.17609363223324e-10,0.35,0,0.639752179676374,2.68154913685076,0.00443709026096729,0.00730059306686688,2.68773050681602,0.045045045045045,0.05,0.045045045045045,0.05,0.06,34.7222222222222,0.05,26,0.1,5,1.09011177609226,0.651882840406993,2.68773050681602,0.00550024749380559,0.00534843277321003,0.00821581235444554,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP4_BC_run1_tp715aab11_61ed_4f1a_b0a2_aa9028c53f5d/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP4_BC_run1_tp715aab11_61ed_4f1a_b0a2_aa9028c53f5d/stage_metrics.csv,0,,
C4_condFilter,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,DASCMOP_BC,2,2,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,280.108493,0.0125789466023289,0.189563244488583,1,100150,100,100,1,84,78,78,60,0.6,NaN,NaN,83,78,0.939759036144578,78,78,1,78,78,1,44,0.44,1,78,55,4,0,0,0.0168896578361358,1,78,55,0.705128205128205,60,0.6,44,0.44,5,0.141378278747821,0.146790290384769,0.214937397248125,31,47,0,0.397435897435897,0.602564102564103,0,55,0.705128205128205,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,2750,0,50,0,1,100,100,100,100,100,100,0.692288567423821,0.0328294636421965,0.279619890153408,0.0265854140635169,7.14492791531164e-19,0.412668677270412,0.206334338635206,0.98,0.97,0.88,0.98,1,0.962,0,0,0.18,0,5.85257196062715,11.9113879555127,0.0106953824917246,0.016369925901677,11.9130420521646,0,0.05,0,0.05,0.02,50,0.05,48,0,0,6.39314399850894,5.87249639914628,11.9130420521646,0.0132477096841869,0.0120899766065245,0.0204976130809475,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP4_BC_run2_tpfbb5cd79_ff96_42e1_a66b_c5bd1619200a/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP4_BC_run2_tpfbb5cd79_ff96_42e1_a66b_c5bd1619200a/stage_metrics.csv,0,,
C4_condFilter,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,DASCMOP_BC,3,3,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,347.054978416667,0.0130752876033234,0.190178189280666,1,100200,100,100,1,98,131,131,56,0.56,NaN,NaN,157,152,0.968152866242038,152,152,1,152,152,1,34,0.34,1,131,92,4,0,0,0.0143920133385876,1,131,92,0.702290076335878,56,0.56,34,0.34,5,0.0653026806237748,0.0430303400359854,0.16153744353879,47,84,0,0.358778625954198,0.641221374045801,0,92,0.702290076335878,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,4600,0,100,0,1,100,100,100,100,100,100,0.638515886664391,0.0351313310266319,0.22052336081164,0.0340235706189402,0,0.417992525852751,0.208996262926375,0.74,0.96,0.97,0.99,1,0.932,0.06,2.87745785964362e-06,0.33,0,0.46805578770769,2.89959981067434,0.00446827350580845,0.00719800901487639,2.89959981067434,0.137404580152672,0.05,0.152671755725191,0.05,0.08,32.051282051282,0.05,19,0.2,10,0.973893242697436,0.471091083434598,2.89959981067434,0.00492144657495465,0.00468911615948871,0.00732924867253978,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP4_BC_run3_tp2b4fb6f5_4894_4041_96a8_226e0a076f2a/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP4_BC_run3_tp2b4fb6f5_4894_4041_96a8_226e0a076f2a/stage_metrics.csv,0,,
C4_condFilter,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP5_BC,DASCMOP_BC,1,1,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,347.430302625,0.00691973906386152,0.347477780084552,1,100100,100,100,1,100,98,98,66,0.66,NaN,NaN,103,101,0.980582524271845,101,98,0.97029702970297,98,98,1,47,0.47,1,98,69,4,0,0,0.0196333368303685,1,98,69,0.704081632653061,66,0.66,47,0.47,5,0.0724544034628356,0.0570766724180734,0.14571270477713,54,44,0,0.551020408163265,0.448979591836735,0,69,0.704081632653061,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,3450,0,100,0,1,100,100,100,100,100,100,0.499191519618034,0.0321876294005178,0.40704106926918,0.0773436370650477,9.52226372009704e-30,0.0921504503488541,0.0468837055563927,0.46,1,0.93,0.96,1,0.87,0,0,0.26,0,2.07263951446614,7.53802235072453,0.00615240183328629,0.0103944063199809,7.53802235072453,0,0.05,0,0.05,0.08,37.8787878787879,0.05,34,0,0,3.41217543735677,2.21513770499049,7.53802235072453,0.00749128304561205,0.00639699932910332,0.0121192179332678,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP5_BC_run1_tpa2f3fc5a_5e8a_4417_8f18_8a5cd7999f2b/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP5_BC_run1_tpa2f3fc5a_5e8a_4417_8f18_8a5cd7999f2b/stage_metrics.csv,0,,
