variant,archiveParetoFilterMode,archivePairDirectionMode,archiveSourceCapMode,archivePairRefMode,trainFilterMode,conditionMode,targetRealLabelMode,generatorMode,ganCriticMode,generatorLossMode,problem,GroupCount,mean_IGD,mean_HV,mean_Feasible_rate,mean_runtime,mean_finalFE,mean_finalPopCount,mean_finalFeasibleCount,mean_finalFeasibleRateManual,mean_finalBestCount,mean_final_AF_size,mean_final_AI_size,mean_final_Gap_obj_med,mean_final_AF_ref_count,mean_final_AF_ref_cov,mean_final_Train_AF_count,mean_final_archive_filter_candidate_count,mean_final_archive_filter_keep_count,mean_final_archive_filter_keep_ratio,mean_final_archive_pair_direction_keep_ratio,mean_final_archive_pair_ref_candidate_count,mean_final_archive_pair_ref_keep_count,mean_final_archive_pair_ref_keep_ratio,mean_final_train_ref_count,mean_final_train_ref_cov,mean_final_target_triple_ready,mean_final_target_pair_count,mean_final_target_triple_count,mean_final_target_condition_dim,mean_final_target_condition_mode_code,mean_final_target_ref_token_dim,mean_final_target_direction_norm_mean,mean_final_target_filter_mode_code,mean_final_target_filter_pre_count,mean_final_target_filter_post_count,mean_final_target_filter_retain_ratio,mean_final_target_filter_pre_ref_count,mean_final_target_filter_pre_ref_cov,mean_final_target_filter_post_ref_count,mean_final_target_filter_post_ref_cov,mean_final_condition_knn_k,mean_final_condition_knn_decision_spread_mean,mean_final_condition_knn_decision_spread_median,mean_final_condition_knn_decision_spread_p90,mean_final_pair_ai_dom_count,mean_final_pair_mutual_nd_count,mean_final_pair_af_dom_count,mean_final_pair_ai_dom_ratio,mean_final_pair_mutual_nd_ratio,mean_final_train_direction_candidate_count,mean_final_train_direction_keep_count,mean_final_train_direction_retain_ratio,mean_final_train_direction_mode_code,mean_final_train_weight_count,mean_final_train_weight_min,mean_final_train_weight_mean,mean_final_train_weight_max,mean_final_boundary_quality_label_count,mean_final_boundary_quality_label_mean,mean_final_boundary_quality_label_median,mean_final_boundary_quality_label_p10,mean_final_boundary_quality_label_p90,mean_final_boundary_quality_label_min,mean_final_boundary_quality_label_max,mean_final_target_mismatch_count,mean_final_target_mismatch_identity_count,mean_final_target_mismatch_batch_count,mean_final_target_mismatch_identity_rate,mean_final_gan_d_diag_status,mean_final_gan_d_diag_count,mean_final_gan_d_real_count,mean_final_gan_d_ai_count,mean_final_gan_d_fake_count,mean_final_gan_d_mismatch_count,mean_final_gan_d_uniform_count,mean_final_gan_d_real_prob_mean,mean_final_gan_d_ai_prob_mean,mean_final_gan_d_fake_prob_mean,mean_final_gan_d_mismatch_prob_mean,mean_final_gan_d_uniform_prob_mean,mean_final_gan_d_prob_gap,mean_final_gan_d_confusion_abs_margin,mean_final_gan_d_real_acc,mean_final_gan_d_ai_acc,mean_final_gan_d_fake_acc,mean_final_gan_d_mismatch_acc,mean_final_gan_d_uniform_acc,mean_final_gan_d_bal_acc,mean_final_BoundaryHit_all,mean_final_ObjInterfaceScore,mean_final_RefCov,mean_final_DuplicateRate,mean_final_GAN_to_Segment_Dist50,mean_final_GAN_to_Segment_Dist90,mean_final_GAN_to_Decision_Segment_Dist50,mean_final_GAN_to_Decision_Segment_Dist90,mean_final_GAN_to_AF_Dist90,mean_final_AF_Cover_epsilon,mean_final_PairCover_epsilon,mean_final_LargestClusterRate_epsilon,mean_final_EffectiveClusterCount_epsilon,mean_final_RawGANOutsideStandardRangeCount,mean_final_RawGANFeasibleRate,mean_final_InjectedCount,mean_final_GAN_to_AF_ObjNN_mean,mean_final_GAN_to_AF_ObjNN_median,mean_final_GAN_to_AF_ObjNN_p90,mean_final_GAN_to_AF_DecNN_mean,mean_final_GAN_to_AF_DecNN_median,mean_final_GAN_to_AF_DecNN_p90,mean_final_RawGANVarClipRate
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,3,0.00382355722375109,0.211353646279449,1,640.888176527778,100066.666666667,100,100,1,100,218.666666666667,218.666666666667,NaN,84.6666666666667,0.846666666666667,NaN,226,220.666666666667,0.976469146762098,0.998456790123457,220.333333333333,220.333333333333,1,70,0.7,1,218.666666666667,141,4,0,0,0.00604643782691392,2,218.666666666667,141,0.645079757655273,84.6666666666667,0.846666666666667,70,0.7,0,NaN,NaN,NaN,141,77.6666666666667,0,0.645079757655273,0.354920242344726,218.666666666667,141,0.645079757655273,1,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,7050,0,150,0,1,100,100,100,100,100,100,0.625857502095232,0.0301506934831857,0.282494673482761,0.0640599257592676,3.17137078420785e-09,0.343362828612471,0.185364506950053,0.673333333333333,0.973333333333333,0.766666666666667,0.966666666666667,1,0.876,0.1,1.35083480615063e-05,0.356666666666667,0,0.0939593179798939,0.242302125403898,0.0475398851142158,0.0929863846946127,0.243635119822134,0.595207102882837,0.624353809165042,0.14,20.3169651699064,4.33333333333333,0.273333333333333,13.6666666666667,0.132667715095012,0.0974603138309068,0.243635119822134,0.0616216544142159,0.0531085419310597,0.0952624786682014,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,3,0.00534481894528046,0.354368631083733,1,624.028314833333,100050,100,100,1,100,205.666666666667,205.666666666667,NaN,95.6666666666667,0.956666666666667,NaN,216.333333333333,206.333333333333,0.95350934427915,1,206.333333333333,206,0.998463901689708,80.3333333333333,0.803333333333333,1,205.666666666667,135.666666666667,4,0,0,0.00647707066642026,2,205.666666666667,135.666666666667,0.657847568310871,95.6666666666667,0.956666666666667,80.3333333333333,0.803333333333333,0,NaN,NaN,NaN,135.666666666667,70,0,0.657847568310871,0.342152431689129,205.666666666667,135.666666666667,0.657847568310871,1,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,6783.33333333333,0,133.333333333333,0,1,100,100,100,100,100,100,0.780945007652044,0.0116497561836778,0.244380197897311,0.0461823857663541,3.85351229733695e-06,0.536564809754733,0.268282404877367,0.876666666666667,0.986666666666667,0.856666666666667,0.97,1,0.938,0.0533333333333333,3.1654941211247e-06,0.416666666666667,0,0.200525651096026,0.420169737087599,0.0637551500812956,0.0840618574658405,0.425678381760624,0.458608542771136,0.477671436573404,0.12,23.8176366362274,12.6666666666667,0.273333333333333,13.6666666666667,0.232730200118187,0.214607413930242,0.425678381760624,0.0744604693172085,0.0751049671224102,0.0924833462686798,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,3,0.0108833933326452,0.193694943356064,1,285.134317708333,100166.666666667,100,100,1,91,129.666666666667,129.666666666667,NaN,62,0.62,NaN,158.333333333333,156.333333333333,0.987009399440339,0.953485043652497,149.333333333333,149,0.998137802607076,30.6666666666667,0.306666666666667,1,129.666666666667,60,4,0,0,0.0130208861459652,2,129.666666666667,60,0.465702477784923,62,0.62,30.6666666666667,0.306666666666667,0,NaN,NaN,NaN,60,69.6666666666667,0,0.465702477784923,0.534297522215077,129.666666666667,60,0.465702477784923,1,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,3000,0,66.6666666666667,0,1,100,100,100,100,100,100,0.620374641120434,0.0324591944394203,0.211551855124332,0.0795826445044857,1.88381572653102e-21,0.408822785996102,0.204411392998051,0.753333333333333,0.986666666666667,0.97,0.946666666666667,1,0.931333333333333,0,0,0.226666666666667,0,4.62531262842717,8.2402430722766,0.00998127745828093,0.0154217504534679,8.25224952725696,0,0,0.04,44.7954822954823,46,0,0,4.93445830621732,4.70045547586313,8.25224952725696,0.011411775333272,0.0111771751198121,0.0169500073974579,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP5_BC,3,0.0109505592582701,0.344589429996389,1,291.141712625,100116.666666667,100,100,1,86.3333333333333,114.333333333333,114.333333333333,NaN,67.6666666666667,0.676666666666667,NaN,133.333333333333,122.333333333333,0.913610537190083,0.973982970671712,119.666666666667,119.333333333333,0.997175141242938,31.3333333333333,0.313333333333333,1,114.333333333333,46,4,0,0,0.0168185209400707,2,114.333333333333,46,0.395441595441596,67.6666666666667,0.676666666666667,31.3333333333333,0.313333333333333,0,NaN,NaN,NaN,46,68.3333333333333,0,0.395441595441596,0.604558404558405,114.333333333333,46,0.395441595441596,1,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,2300,0,50,0,1,100,100,100,100,100,100,0.573596074849484,0.0392811071064858,0.363641050730413,0.0329976880423686,1.45918865504119e-19,0.20995502411907,0.106171139079258,0.636666666666667,0.99,0.846666666666667,0.973333333333333,1,0.889333333333333,0,0,0.193333333333333,0,5.44003637957785,10.92139819001,0.0101264743805837,0.016879771460552,10.9227415998406,0,0,0.0466666666666667,44.1297208538588,49.3333333333333,0,0,6.20204328089046,5.53570781384384,10.9227415998406,0.0124850562081618,0.0115900489840971,0.0187138069195226,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP10_BC,3,0.0904747138205121,0.670460200997968,1,215.144447791667,100100,100,100,1,100,138.666666666667,138.666666666667,NaN,58.6666666666667,0.586666666666667,NaN,230.666666666667,203.666666666667,0.883135505613129,0.843557046024151,171.666666666667,169.333333333333,0.986027944111776,13.6666666666667,0.136666666666667,1,138.666666666667,20,4,0,0,0.0196844668199059,2,138.666666666667,20,0.144022939130657,58.6666666666667,0.586666666666667,13.6666666666667,0.136666666666667,0,NaN,NaN,NaN,20,118.666666666667,0,0.144022939130657,0.855977060869343,138.666666666667,20,0.144022939130657,1,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1000,0,50,0,1,100,100,100,100,100,100,0.644010086804628,0.131418562242191,0.149255842319306,0.158274003183813,4.34555250058692e-08,0.440830206226907,0.247377122242661,0.633333333333333,0.9,0.97,0.906666666666667,1,0.882,0.0933333333333333,0.000526639373422011,0.35,0,0.358291677006271,2.961713523142,0.0574674167172426,0.196612754295281,2.961713523142,0.101222963906403,0.11110818550012,0.16,17.0479302832244,10.3333333333333,0.693333333333333,34.6666666666667,0.95658350844911,0.375521044766762,2.961713523142,0.0881258041540719,0.0652766667357514,0.202102655437886,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP5_BC,3,0.0445635606207999,0.275337477536984,1,348.326843694444,100083.333333333,100,100,1,100,40.6666666666667,40.6666666666667,NaN,27.6666666666667,0.276666666666667,NaN,170.666666666667,164,0.960881301773356,0.268800853674803,44.3333333333333,40.6666666666667,0.908457040035987,9.33333333333333,0.0933333333333333,1,40.6666666666667,11.6666666666667,4,0,0,0.0478878810858743,2,40.6666666666667,11.6666666666667,0.269731800766284,27.6666666666667,0.276666666666667,9.33333333333333,0.0933333333333333,0,NaN,NaN,NaN,11.6666666666667,29,0,0.269731800766284,0.730268199233716,40.6666666666667,11.6666666666667,0.269731800766284,1,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,583.333333333333,0,50,0,1,100,100,100,100,100,100,0.495119122962157,0.199432839245182,0.19364324042884,0.266511781240247,2.42690665018832e-05,0.205758158396929,0.194296972355805,0.523333333333333,0.93,0.983333333333333,0.95,1,0.877333333333333,0.126666666666667,0.0533738615067858,0.33,0,1.54725763122325,2.91069613619358,0.0540812398928889,0.069102171873816,2.99962066812732,0.143769385148695,0.143769385148695,0.346666666666667,14.5067115147126,0,0.446666666666667,22.3333333333333,1.87324081119363,1.55510822707329,2.99962066812732,0.0589835909190514,0.0566218929271526,0.0728473950863799,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP6_BC,3,0.268323686967887,0.116625547609412,1,514.537822013889,100100,100,100,1,75,140.333333333333,140.333333333333,NaN,58,0.58,NaN,202.666666666667,179.333333333333,0.898709225632302,0.740972655935289,142,141.333333333333,0.992370665637992,41.3333333333333,0.413333333333333,1,140.333333333333,80,4,0,0,0.0135838734065581,2,140.333333333333,80,0.548503054276863,58,0.58,41.3333333333333,0.413333333333333,0,NaN,NaN,NaN,80,60.3333333333333,0,0.548503054276863,0.451496945723137,140.333333333333,80,0.548503054276863,1,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,4000,0,83.3333333333333,0,1,100,100,100,100,100,100,0.421933307846387,0.119114416204634,0.338059662034114,0.172106244940057,0.00610487355800733,0.083873645812273,0.120003515059749,0.22,0.963333333333333,0.95,0.993333333333333,0.996666666666667,0.824666666666667,0.1,0.000441972988614829,0.3,0,0.067102986010579,0.188293489743624,0.0378758368552706,0.0538617977659863,0.189995975314606,0.530022783096751,0.539431385247289,0.373333333333333,9.11102254378973,0.666666666666667,0.24,12,0.107081478944817,0.0710103606522111,0.189995975314606,0.0462502912906617,0.0439729240623452,0.0601384317438988,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP7_BC,3,0.00940016491728652,0.292714277719791,1,592.838789361111,100083.333333333,100,100,1,100,234,234,NaN,93.3333333333333,0.933333333333333,NaN,248,235.666666666667,0.95034355522366,1,235.666666666667,235.666666666667,1,75,0.75,1,234,138.333333333333,4,0,0,0.00598760076744434,2,234,138.333333333333,0.591120299932281,93.3333333333333,0.933333333333333,75,0.75,0,NaN,NaN,NaN,138.333333333333,95.6666666666667,0,0.591120299932281,0.408879700067719,234,138.333333333333,0.591120299932281,1,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,6916.66666666667,0,150,0,1,100,100,100,100,100,100,0.462312982827425,0.125937625293176,0.423058392604192,0.136854601079068,0.000377980647421116,0.0392545902232329,0.076229079340895,0.283333333333333,0.976666666666667,0.786666666666667,0.97,1,0.803333333333333,0.106666666666667,4.11797267060982e-06,0.38,0,0.0991350467393367,0.238635497246103,0.0310408863279275,0.0477164089819285,0.238824551461803,0.57451402921223,0.595869687322523,0.12,20.1923076923077,0,0.113333333333333,5.66666666666667,0.137414191072057,0.102278041264599,0.238824551461803,0.0379996358875616,0.0388121747483464,0.0537539794527905,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP8_BC,3,0.00956960040216117,0.292904680686288,1,438.319078805556,100083.333333333,100,100,1,100,228.666666666667,228.666666666667,NaN,93.3333333333333,0.933333333333333,NaN,243.666666666667,229.666666666667,0.942391477623216,1,229.666666666667,229.666666666667,1,75.3333333333333,0.753333333333333,1,228.666666666667,139,4,0,0,0.00666470760624511,2,228.666666666667,139,0.605768869541533,93.3333333333333,0.933333333333333,75.3333333333333,0.753333333333333,0,NaN,NaN,NaN,139,89.6666666666667,0,0.605768869541533,0.394231130458467,228.666666666667,139,0.605768869541533,1,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,6950,0,133.333333333333,0,1,100,100,100,100,100,100,0.453751306484143,0.105896244038022,0.40896747790277,0.119478961879387,0.0163529414584557,0.0447838285813729,0.0686406078065435,0.333333333333333,0.986666666666667,0.88,0.963333333333333,0.986666666666667,0.83,0.1,0.000137457944783262,0.373333333333333,0,0.0880028180397683,0.272479351057412,0.0305444874559153,0.0477878615488108,0.274146272001151,0.486034466334327,0.500319576853747,0.153333333333333,16.6186758055399,0.333333333333333,0.153333333333333,7.66666666666667,0.14767970321325,0.0921453564109984,0.274146272001151,0.0377515313015292,0.0355448068677389,0.0490188659652952,0
C5_aiDomOnlyTrain,ref_af_nd,af_not_dominates_ai,none,neighbor4,ai_dom_only,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP9_BC,3,0.232892711466712,0.43310510421295,1,298.384521152778,100116.666666667,100,100,1,99.3333333333333,93.6666666666667,93.6666666666667,NaN,45,0.45,NaN,178.333333333333,155.666666666667,0.872386380107579,0.826988017429194,129,128.666666666667,0.997354497354497,18,0.18,1,93.6666666666667,19.6666666666667,4,0,0,0.0219160458896116,2,93.6666666666667,19.6666666666667,0.207630878438332,45,0.45,18,0.18,0,NaN,NaN,NaN,19.6666666666667,74,0,0.207630878438332,0.792369121561668,93.6666666666667,19.6666666666667,0.207630878438332,1,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,983.333333333333,0,50,0,1,100,100,100,100,100,100,0.531508344413917,0.146049915278706,0.161817816015132,0.0877176654150066,2.44469027327675e-10,0.294184434929172,0.241473880152837,0.573333333333333,0.86,0.963333333333333,0.973333333333333,1,0.874,0.56,0.0581136798984552,0.25,0,0.0376820615766728,0.252150297609696,0.0288633139292554,0.0673738272450422,0.253315757695351,0.429600937364913,0.450492571610584,0.513333333333333,3.38634711183471,1.33333333333333,0.493333333333333,24.6666666666667,0.167334347908715,0.0458889070391229,0.253315757695351,0.0392044501940289,0.0304252500100352,0.0685693706272397,0
